,Date,sentecne,sentiment_score,sentence,sentiment
417,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.572724,2023-05-05 23:44:32,Negative
418,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5714609,2023-05-05 23:44:26,Negative
419,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5755531,2023-05-05 23:44:15,Positive
420,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.56689614,2023-05-05 23:43:54,Negative
421,tonyclim michaelemann what he did to dr tim ball in bc court wa atroci they deliber delay court know they couldn t prove their global warm scam wait for all of dr tim ball wit to die know they were older just so they couldn t speak and prove him dead wrong httpstcokgxmy6ya1w,,0.5738165,2023-05-05 23:43:47,Positive
422,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5739892,2023-05-05 23:43:45,Positive
423,jbbrav0 idrlab justmisogyni religion wealth share affirm action repar global warm etc all of thi is irrelev if we cant defin what a woman is i stop debat religion becaus of thi ive met lot of amaz religi peopl whom i believ to be demon who are against gi,,0.5727824,2023-05-05 23:43:36,Negative
424,rt climatecraz global warm is the answer to your problem dure the african humid period ahp your desert were green due to annu,,0.5727824,2023-05-05 23:43:36,Negative
425,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5727378,2023-05-05 23:43:33,Negative
426,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.56949425,2023-05-05 23:43:22,Negative
427,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57354754,2023-05-05 23:43:20,Negative
428,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5713166,2023-05-05 23:43:17,Negative
429,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5694394,2023-05-05 23:43:16,Negative
430,rt ketanj0 elon musk simultan tri to plea the hard right without lose custom for hi electr car busi is caus him,,0.5709376,2023-05-05 23:43:04,Negative
431,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57360876,2023-05-05 23:43:03,Negative
432,rt 2020boeti the temperatur ha slightli increas becaus we compar it to the lowest temperatur in the last 10000 year compar,,0.57191217,2023-05-05 23:42:13,Negative
433,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57401854,2023-05-05 23:42:09,Positive
434,rt washingtonpost the arriv of el ni̱o could mean signific impact worldwid includ a push toward level of global warm that,,0.5681896,2023-05-05 23:41:57,Negative
435,rt climatecraz global warm is the answer to your problem dure the african humid period ahp your desert were green due to annu,,0.5757786,2023-05-05 23:41:49,Positive
436,rt theinsiderpap alert major financi firm that publicli support effort to limit global warm have billion invest in the world,,0.57541376,2023-05-05 23:41:39,Positive
437,amalgam8ion nah covid chine liber conspiraci it aint real like nonbinari and global warm none of it is scientif proven global warm whi is it colder here then,,0.5754661,2023-05-05 23:41:37,Positive
438,rt clim8resist 3 what ha been claim is that there is no evid base in observ of increas risk from global warm an,,0.57491153,2023-05-05 23:41:36,Positive
439,rt eddiehustle7 ronfilipkowski marg is final on the global warm train welcom to the resist we need all toe on deck even if,,0.5734352,2023-05-05 23:41:31,Negative
440,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5727197,2023-05-05 23:41:21,Negative
441,rlarno feberpitch ketanj0 to be fair he acknowledg global warm but there have been some famou alarmist eg al gore claim the polar ice cap would melt by 2013 and greta thunberg more recent delet thi tweet after the predict prove wrong probabl contrast himself with them httpstcotchhi8xpdk,,0.5727197,2023-05-05 23:41:21,Negative
442,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5763059,2023-05-05 23:41:06,Positive
443,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57419103,2023-05-05 23:41:04,Positive
444,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57244706,2023-05-05 23:40:55,Negative
445,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5734985,2023-05-05 23:40:53,Negative
446,rt brattworld how are we go to fix global warm if onli a dozen or so countri are particip,,0.5702524,2023-05-05 23:40:52,Negative
447,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57380974,2023-05-05 23:40:45,Positive
448,3 what ha been claim is that there is no evid base in observ of increas risk from global warm and climat chang 4 thi rais the question of how such a paradox can have arisen,,0.5737197,2023-05-05 23:40:42,Negative
449,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57487756,2023-05-05 23:40:40,Positive
450,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.57321435,2023-05-05 23:40:30,Negative
451,rt elonmusk cernovich global warm risk is overblown in the short term but signific in the long term,,0.5670552,2023-05-05 23:40:23,Negative
452,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5670552,2023-05-05 23:40:23,Negative
453,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57494104,2023-05-05 23:40:18,Positive
454,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57299757,2023-05-05 23:40:14,Negative
455,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.574223,2023-05-05 23:39:49,Positive
456,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.5707886,2023-05-05 23:39:46,Negative
457,rt cernovich global warm is the largest scam in human histori httpstcondxwvbbpmg,,0.57188654,2023-05-05 23:39:36,Negative
458,rt davidnelsonnm meidastouch moehig and when power bill are over 500 for 9 month a year you ll blame god amp global warm right se,,0.5720233,2023-05-05 23:39:33,Negative
459,rt ebubec1 benhundeyin whi must the shanti be set on fire doesn t the policeng lagospoliceng rrslagos767 understand the implicati,,0.5713744,2023-05-05 23:39:25,Negative
